kind,league,slot,league_rank,name,url
player,Premier League,571,551,"Souza",https://4590football.com/livescore/football/player/414455/souza
player,La Liga,571,548,"Pablo Barrios",https://4590football.com/livescore/football/player/336594/pablo-barrios
player,Bundesliga,571,551,"Y. Wagner",https://4590football.com/livescore/football/player/480613/y-wagner
player,Serie A,571,548,"R. Braschi",https://4590football.com/livescore/football/player/437094/r-braschi
player,Ligue 1,571,548,"V. Barco",https://4590football.com/livescore/football/player/319572/v-barco
player,Premier League,572,552,"T. Abraham",https://4590football.com/livescore/football/player/19194/t-abraham
player,La Liga,572,549,"Pablo Cuñat",https://4590football.com/livescore/football/player/286611/pablo-cunat
player,Bundesliga,572,552,"Yan Couto",https://4590football.com/livescore/football/player/197448/yan-couto
player,Serie A,572,549,"R. Di Gennaro",https://4590football.com/livescore/football/player/91488/r-di-gennaro
player,Ligue 1,572,549,"V. Marchetti",https://4590football.com/livescore/football/player/20925/v-marchetti
player,Premier League,573,553,"T. Adams",https://4590football.com/livescore/football/player/1150/t-adams
player,La Liga,573,550,"Pablo Durán",https://4590football.com/livescore/football/player/320517/pablo-duran
player,Bundesliga,573,553,"A. Skov Olsen",https://4590football.com/livescore/football/player/15916/a-skov-olsen
player,Serie A,573,550,"R. Durosinmi",https://4590football.com/livescore/football/player/341226/r-durosinmi
player,Ligue 1,573,550,"V. Rongier",https://4590football.com/livescore/football/player/21102/v-rongier
player,Premier League,574,554,"T. Adarabioyo",https://4590football.com/livescore/football/player/19145/t-adarabioyo
player,La Liga,574,551,"Pablo Fornals",https://4590football.com/livescore/football/player/1697/pablo-fornals
player,Bundesliga,574,554,"S. Essende",https://4590football.com/livescore/football/player/8651/s-essende
player,Serie A,574,551,"R. Floriani Mussolini",https://4590football.com/livescore/football/player/342651/r-floriani-mussolini
player,Ligue 1,574,551,"Vanderson",https://4590football.com/livescore/football/player/291649/vanderson
player,Premier League,575,555,"T. Arokodare",https://4590football.com/livescore/football/player/110153/t-arokodare
player,La Liga,575,552,"Pablo García",https://4590football.com/livescore/football/player/443163/pablo-garcia
player,Bundesliga,575,555,"S. Mounié",https://4590football.com/livescore/football/player/3395/s-mounie
player,Serie A,575,552,"R. Freuler",https://4590football.com/livescore/football/player/2807/r-freuler
player,Ligue 1,575,552,"Vitinha",https://4590football.com/livescore/football/player/128384/vitinha
player,Premier League,576,556,"T. Awoniyi",https://4590football.com/livescore/football/player/8598/t-awoniyi
player,La Liga,576,553,"Pablo Ibáñez",https://4590football.com/livescore/football/player/139001/pablo-ibanez
player,Bundesliga,576,556,"F. Dietz",https://4590football.com/livescore/football/player/91181/f-dietz
player,Serie A,576,553,"R. Gagliardini",https://4590football.com/livescore/football/player/203/r-gagliardini
player,Ligue 1,576,553,"W. Faes",https://4590football.com/livescore/football/player/8694/w-faes
player,Premier League,577,557,"T. Barry",https://4590football.com/livescore/football/player/343684/t-barry
player,La Liga,577,554,"Pablo Maffeo",https://4590football.com/livescore/football/player/26302/pablo-maffeo
player,Bundesliga,577,557,"Farid Alfa-Ruprecht",https://4590football.com/livescore/football/player/389035/farid-alfa-ruprecht
player,Serie A,577,554,"R. Gosens",https://4590football.com/livescore/football/player/30422/r-gosens
player,Ligue 1,577,554,"W. Geubbels",https://4590football.com/livescore/football/player/120/w-geubbels
player,Premier League,578,558,"T. Cairney",https://4590football.com/livescore/football/player/19025/t-cairney
player,La Liga,578,555,"Pablo Marín",https://4590football.com/livescore/football/player/290106/pablo-marin
player,Bundesliga,578,558,"O. Afolayan",https://4590football.com/livescore/football/player/17756/o-afolayan
player,Serie A,578,555,"R. Højlund",https://4590football.com/livescore/football/player/288006/r-hojlund
player,Ligue 1,578,555,"W. Kamanzi",https://4590football.com/livescore/football/player/264383/w-kamanzi
player,Premier League,579,559,"T. Carroll",https://4590football.com/livescore/football/player/416250/t-carroll
player,La Liga,579,556,"Pablo Martínez",https://4590football.com/livescore/football/player/104949/pablo-martinez
player,Bundesliga,579,559,"V. Černý",https://4590football.com/livescore/football/player/549/v-erny
player,Serie A,579,556,"R. Huli",https://4590football.com/livescore/football/player/620060/r-huli
player,Ligue 1,579,556,"W. Pacho",https://4590football.com/livescore/football/player/16367/w-pacho
player,Premier League,580,560,"T. Castagne",https://4590football.com/livescore/football/player/2920/t-castagne
player,La Liga,580,557,"Pablo Torre",https://4590football.com/livescore/football/player/285909/pablo-torre
player,Bundesliga,580,560,"J. Adamu",https://4590football.com/livescore/football/player/125173/j-adamu
player,Serie A,580,557,"R. Loftus-Cheek",https://4590football.com/livescore/football/player/2292/r-loftus-cheek
player,Ligue 1,580,557,"W. Saïd",https://4590football.com/livescore/football/player/21715/w-said
player,Premier League,581,561,"T. Chalobah",https://4590football.com/livescore/football/player/19720/t-chalobah
player,La Liga,581,558,"Paco Cortés",https://4590football.com/livescore/football/player/463279/paco-cortes
player,Bundesliga,581,561,"K. Dong",https://4590football.com/livescore/football/player/343710/k-dong
player,Serie A,581,558,"R. Lukaku",https://4590football.com/livescore/football/player/907/r-lukaku
player,Ligue 1,581,558,"W. Zaïre-Emery",https://4590football.com/livescore/football/player/336657/w-zaire-emery
player,Premier League,582,562,"T. Dibling",https://4590football.com/livescore/football/player/304317/t-dibling
player,La Liga,582,559,"Pau Cubarsí Paredes",https://4590football.com/livescore/football/player/396623/pau-cubarsi-paredes
player,Bundesliga,582,562,"Robert Ramsak",https://4590football.com/livescore/football/player/394666/robert-ramsak
player,Serie A,582,559,"R. Malfitano",https://4590football.com/livescore/football/player/626674/r-malfitano
player,Ligue 1,582,559,"Y. Azizi",https://4590football.com/livescore/football/player/489903/y-azizi
player,Premier League,583,563,"T. Fletcher",https://4590football.com/livescore/football/player/557460/t-fletcher
player,La Liga,583,560,"Pau López",https://4590football.com/livescore/football/player/1557/pau-lopez
player,Bundesliga,583,563,"S. Banks",https://4590football.com/livescore/football/player/107087/s-banks
player,Serie A,583,560,"R. Malinovskyi",https://4590football.com/livescore/football/player/1938/r-malinovskyi
player,Ligue 1,583,560,"Y. Becker",https://4590football.com/livescore/football/player/585206/y-becker
player,Premier League,584,564,"T. Fredricson",https://4590football.com/livescore/football/player/328101/t-fredricson
player,La Liga,584,561,"Pau Navarro",https://4590football.com/livescore/football/player/435552/pau-navarro
player,Bundesliga,584,564,"D. Mokwa",https://4590football.com/livescore/football/player/350047/d-mokwa
player,Serie A,584,561,"R. Mandragora",https://4590football.com/livescore/football/player/30810/r-mandragora
player,Ligue 1,584,561,"Y. Belkhdim",https://4590football.com/livescore/football/player/174708/y-belkhdim
player,Premier League,585,565,"T. Hall",https://4590football.com/livescore/football/player/584077/t-hall
player,La Liga,585,562,"Pedraza",https://4590football.com/livescore/football/player/1702/pedraza
player,Bundesliga,585,565,"J. Ngankam",https://4590football.com/livescore/football/player/162771/j-ngankam
player,Serie A,585,562,"R. ObriÄ",https://4590football.com/livescore/football/player/400530/r-obria
player,Ligue 1,585,562,"Y. Diouf",https://4590football.com/livescore/football/player/20566/y-diouf
player,Premier League,586,566,"T. Heaton",https://4590football.com/livescore/football/player/2931/t-heaton
player,La Liga,586,563,"Pedri",https://4590football.com/livescore/football/player/133609/pedri
player,Bundesliga,586,566,"E. Saad",https://4590football.com/livescore/football/player/323974/e-saad
player,Serie A,586,563,"R. Orsolini",https://4590football.com/livescore/football/player/30488/r-orsolini
player,Ligue 1,586,563,"Y. El-Arabi",https://4590football.com/livescore/football/player/42086/y-el-arabi
player,Premier League,587,567,"T. Hume",https://4590football.com/livescore/football/player/119121/t-hume
player,La Liga,587,564,"Pedro Díaz",https://4590football.com/livescore/football/player/46887/pedro-diaz
player,Bundesliga,587,567,"M. LjubiÄiÄ",https://4590football.com/livescore/football/player/292218/m-ljubiaia
player,Serie A,587,564,"R. Piccoli",https://4590football.com/livescore/football/player/30440/r-piccoli
player,Ligue 1,587,564,"Y. Gboho",https://4590football.com/livescore/football/player/84128/y-gboho
player,Premier League,588,568,"T. Iroegbunam",https://4590football.com/livescore/football/player/284500/t-iroegbunam
player,La Liga,588,565,"Pep Chavarría",https://4590football.com/livescore/football/player/181734/pep-chavarria
player,Bundesliga,588,568,"Aiman Dardari",https://4590football.com/livescore/football/player/380518/aiman-dardari
player,Serie A,588,565,"R. Sava",https://4590football.com/livescore/football/player/197830/r-sava
player,Ligue 1,588,565,"Y. Kechta",https://4590football.com/livescore/football/player/174937/y-kechta
player,Premier League,589,569,"T. King",https://4590football.com/livescore/football/player/82855/t-king
player,La Liga,589,566,"Pepelu",https://4590football.com/livescore/football/player/47463/pepelu
player,Bundesliga,589,569,"G. Ranos",https://4590football.com/livescore/football/player/280427/g-ranos
player,Serie A,589,566,"R. Sottil",https://4590football.com/livescore/football/player/31507/r-sottil
player,Ligue 1,589,566,"Y. Konan",https://4590football.com/livescore/football/player/438694/y-konan
player,Premier League,590,570,"T. Livramento",https://4590football.com/livescore/football/player/158694/t-livramento
player,La Liga,590,567,"Peque Fernández",https://4590football.com/livescore/football/player/162126/peque-fernandez
player,Bundesliga,590,570,"K. Bos",https://4590football.com/livescore/football/player/427056/k-bos
player,Serie A,590,567,"R. Vaz",https://4590football.com/livescore/football/player/435482/r-vaz
player,Ligue 1,590,567,"Y. Lachaab",https://4590football.com/livescore/football/player/368065/y-lachaab
player,Premier League,591,571,"T. Malacia",https://4590football.com/livescore/football/player/37145/t-malacia
player,La Liga,591,568,"Pere Milla",https://4590football.com/livescore/football/player/47398/pere-milla
player,Bundesliga,591,571,"E. Sahiti",https://4590football.com/livescore/football/player/14351/e-sahiti
player,Serie A,591,568,"R. Żelezny",https://4590football.com/livescore/football/player/452423/r-elezny
player,Ligue 1,591,568,"Y. Lienard",https://4590football.com/livescore/football/player/274296/y-lienard
player,Premier League,592,572,"T. Mings",https://4590football.com/livescore/football/player/19179/t-mings
player,La Liga,592,569,"Piri",https://4590football.com/livescore/football/player/307224/piri
player,Bundesliga,592,572,"Y. Kabadayı",https://4590football.com/livescore/football/player/322508/y-kabaday
player,Serie A,592,569,"Rafael Leão",https://4590football.com/livescore/football/player/22236/rafael-leao
player,Ligue 1,592,569,"Y. Mvogo",https://4590football.com/livescore/football/player/1142/y-mvogo
player,Premier League,593,573,"T. Mitchell",https://4590football.com/livescore/football/player/182201/t-mitchell
player,La Liga,593,570,"Pol Arnau",https://4590football.com/livescore/football/player/429757/pol-arnau
player,Bundesliga,593,573,"L. Opitz",https://4590football.com/livescore/football/player/363638/l-opitz
player,Serie A,593,570,"Rafael Obrador",https://4590football.com/livescore/football/player/265722/rafael-obrador
player,Ligue 1,593,570,"Y. Ndayishimiye",https://4590football.com/livescore/football/player/3099/y-ndayishimiye
player,Premier League,594,574,"T. Nyoni",https://4590football.com/livescore/football/player/397997/t-nyoni
player,La Liga,594,571,"Pol Fortuny",https://4590football.com/livescore/football/player/371913/pol-fortuny
player,Bundesliga,594,574,"B. Bobzien",https://4590football.com/livescore/football/player/287932/b-bobzien
player,Serie A,594,571,"Raúl Albiol",https://4590football.com/livescore/football/player/314/raul-albiol
player,Ligue 1,594,571,"Y. Zaddy",https://4590football.com/livescore/football/player/613216/y-zaddy
player,Premier League,595,575,"T. Reijnders",https://4590football.com/livescore/football/player/36902/t-reijnders
player,La Liga,595,572,"Pol Lozano",https://4590football.com/livescore/football/player/127426/pol-lozano
player,Bundesliga,595,575,"Ken Izekor",https://4590football.com/livescore/football/player/543471/ken-izekor
player,Serie A,595,572,"Rendijs Mihelsons",https://4590football.com/livescore/football/player/605470/rendijs-mihelsons
player,Ligue 1,595,572,"Y. Zouaoui",https://4590football.com/livescore/football/player/23637/y-zouaoui
player,Premier League,596,576,"T. Samba",https://4590football.com/livescore/football/player/568413/t-samba
player,La Liga,596,573,"Pol Tristán",https://4590football.com/livescore/football/player/162585/pol-tristan
player,Bundesliga,596,576,"M. El Mala",https://4590football.com/livescore/football/player/432311/m-el-mala
player,Serie A,596,573,"Riccardo Gnudi",https://4590football.com/livescore/football/player/616143/riccardo-gnudi
player,Ligue 1,596,573,"Yahia Jlidi",https://4590football.com/livescore/football/player/639473/yahia-jlidi
player,Premier League,597,577,"T. Setford",https://4590football.com/livescore/football/player/342243/t-setford
player,La Liga,597,574,"Portu",https://4590football.com/livescore/football/player/47520/portu
player,Bundesliga,597,577,"P. Benjamin",https://4590football.com/livescore/football/player/511606/p-benjamin
player,Serie A,597,574,"Riyad Idrissi",https://4590football.com/livescore/football/player/383026/riyad-idrissi
player,Ligue 1,597,574,"Yanis Beau Djellel",https://4590football.com/livescore/football/player/630733/yanis-beau-djellel
player,Premier League,598,578,"T. Sharman-Lowe",https://4590football.com/livescore/football/player/180940/t-sharman-lowe
player,La Liga,598,575,"Primo",https://4590football.com/livescore/football/player/338295/primo
player,Bundesliga,598,578,"I. Rondić",https://4590football.com/livescore/football/player/80497/i-rondi
player,Serie A,598,575,"S. Angori",https://4590football.com/livescore/football/player/302069/s-angori
player,Ligue 1,598,575,"Yanis Monkolot",https://4590football.com/livescore/football/player/629834/yanis-monkolot
player,Premier League,599,579,"T. Souček",https://4590football.com/livescore/football/player/1243/t-souek
player,La Liga,599,576,"R. Alhassane",https://4590football.com/livescore/football/player/295223/r-alhassane
player,Bundesliga,599,579,"J. Duranville",https://4590football.com/livescore/football/player/368230/j-duranville
player,Serie A,599,576,"S. Beukema",https://4590football.com/livescore/football/player/37604/s-beukema
player,Ligue 1,599,576,"Yanis Sofikitis",https://4590football.com/livescore/football/player/637439/yanis-sofikitis
player,Premier League,600,580,"T. Thompson",https://4590football.com/livescore/football/player/557391/t-thompson
player,La Liga,600,577,"R. Araújo",https://4590football.com/livescore/football/player/101814/r-araujo
player,Bundesliga,600,580,"M. Breunig",https://4590football.com/livescore/football/player/128849/m-breunig
player,Serie A,600,577,"S. Britschgi",https://4590football.com/livescore/football/player/499380/s-britschgi
player,Ligue 1,600,577,"Yannis Lawson",https://4590football.com/livescore/football/player/456867/yannis-lawson
player,Premier League,601,581,"Thiago",https://4590football.com/livescore/football/player/196156/thiago
player,La Liga,601,578,"R. Bardghji",https://4590football.com/livescore/football/player/338958/r-bardghji
player,Bundesliga,601,581,"Salim Amani Musah",https://4590football.com/livescore/football/player/432519/salim-amani-musah
player,Serie A,601,578,"S. Canestrelli",https://4590football.com/livescore/football/player/91503/s-canestrelli
player,Ligue 1,601,578,"Z. Diallo",https://4590football.com/livescore/football/player/362470/z-diallo
player,Premier League,602,582,"Tommy Pilling",https://4590football.com/livescore/football/player/301286/tommy-pilling
player,La Liga,602,579,"R. Lewandowski",https://4590football.com/livescore/football/player/521/r-lewandowski
player,Bundesliga,602,582,"T. Breithaupt",https://4590football.com/livescore/football/player/202755/t-breithaupt
player,Serie A,602,579,"S. Castro",https://4590football.com/livescore/football/player/311067/s-castro
player,Ligue 1,602,579,"Zadig Lanssade",https://4590football.com/livescore/football/player/628379/zadig-lanssade
player,Premier League,603,583,"Toti Gomes",https://4590football.com/livescore/football/player/41606/toti-gomes
player,La Liga,603,580,"R. Marina",https://4590football.com/livescore/football/player/548691/r-marina
player,Bundesliga,603,583,"A. Maier",https://4590football.com/livescore/football/player/25355/a-maier
player,Serie A,603,580,"S. Cinquegrano",https://4590football.com/livescore/football/player/563846/s-cinquegrano
player,Ligue 1,603,580,"Zakarya Khaldi",https://4590football.com/livescore/football/player/629705/zakarya-khaldi
player,Premier League,604,584,"Tyrique George",https://4590football.com/livescore/football/player/334037/tyrique-george
player,La Liga,604,581,"R. Montero",https://4590football.com/livescore/football/player/551461/r-montero
player,Bundesliga,604,584,"I. Pherai",https://4590football.com/livescore/football/player/161923/i-pherai
player,Serie A,604,581,"S. de Vrij",https://4590football.com/livescore/football/player/194/s-de-vrij
player,Ligue 1,604,581,"I. Salah",https://4590football.com/livescore/football/player/375000/i-salah
player,Premier League,605,585,"V. Castellanos",https://4590football.com/livescore/football/player/50856/v-castellanos
player,La Liga,605,582,"R. Nteka",https://4590football.com/livescore/football/player/122657/r-nteka
player,Bundesliga,605,585,"U. Tohumcu",https://4590football.com/livescore/football/player/279907/u-tohumcu
player,Serie A,605,582,"S. El Shaarawy",https://4590football.com/livescore/football/player/791/s-el-shaarawy
player,Ligue 1,605,582,"M. Fernandez-Pardo",https://4590football.com/livescore/football/player/382892/m-fernandez-pardo
player,Premier League,606,586,"V. Gyökeres",https://4590football.com/livescore/football/player/18979/v-gyokeres
player,La Liga,606,583,"R. Rodríguez",https://4590football.com/livescore/football/player/1631/r-rodriguez
player,Bundesliga,606,586,"D. Salifou",https://4590football.com/livescore/football/player/279924/d-salifou
player,Serie A,606,583,"S. Esposito",https://4590football.com/livescore/football/player/215/s-esposito
player,Ligue 1,606,583,"Ibou Sané",https://4590football.com/livescore/football/player/408870/ibou-sane
player,Premier League,607,587,"V. Hladký",https://4590football.com/livescore/football/player/44994/v-hladky
player,La Liga,607,584,"R. Saravia",https://4590football.com/livescore/football/player/2470/r-saravia
player,Bundesliga,607,587,"G. Puerta",https://4590football.com/livescore/football/player/324034/g-puerta
player,Serie A,607,584,"S. Fernandes",https://4590football.com/livescore/football/player/436193/s-fernandes
player,Ligue 1,607,584,"J. Agbonifo",https://4590football.com/livescore/football/player/386852/j-agbonifo
player,Premier League,608,588,"V. Janelt",https://4590football.com/livescore/football/player/25073/v-janelt
player,La Liga,608,585,"R. Vargas",https://4590football.com/livescore/football/player/48471/r-vargas
player,Bundesliga,608,588,"J. Meffert",https://4590football.com/livescore/football/player/24965/j-meffert
player,Serie A,608,585,"S. Fofana",https://4590football.com/livescore/football/player/280431/s-fofana
player,Ligue 1,608,585,"A. Pembélé",https://4590football.com/livescore/football/player/174576/a-pembele
player,Premier League,609,589,"V. Lindelöf",https://4590football.com/livescore/football/player/889/v-lindelof
player,La Liga,609,586,"Rafa Marín",https://4590football.com/livescore/football/player/237066/rafa-marin
player,Bundesliga,609,589,"F. Becker",https://4590football.com/livescore/football/player/24932/f-becker
player,Serie A,609,586,"S. Giménez",https://4590football.com/livescore/football/player/94562/s-gimenez
player,Ligue 1,609,586,"J. Asoro",https://4590football.com/livescore/football/player/19323/j-asoro
player,Premier League,610,590,"V. Mykolenko",https://4590football.com/livescore/football/player/2165/v-mykolenko
player,La Liga,610,587,"Rafa Mir",https://4590football.com/livescore/football/player/47013/rafa-mir
player,Bundesliga,610,590,"T. Keller",https://4590football.com/livescore/football/player/125723/t-keller
player,Serie A,610,587,"S. Iling-Junior",https://4590football.com/livescore/football/player/162173/s-iling-junior
player,Ligue 1,610,587,"E. Nuamah",https://4590football.com/livescore/football/player/350856/e-nuamah
player,Premier League,611,591,"V. van Dijk",https://4590football.com/livescore/football/player/290/v-van-dijk
player,La Liga,611,588,"Rafael Romero",https://4590football.com/livescore/football/player/290686/rafael-romero
player,Bundesliga,611,591,"S. Alvero",https://4590football.com/livescore/football/player/193720/s-alvero
player,Serie A,611,588,"S. Kılıçsoy",https://4590football.com/livescore/football/player/336567/s-klcsoy
player,Ligue 1,611,588,"N. Dicko",https://4590football.com/livescore/football/player/19430/n-dicko
player,Premier League,612,592,"Veljko Milosavljević",https://4590football.com/livescore/football/player/412719/veljko-milosavljevi
player,La Liga,612,589,"Raíllo",https://4590football.com/livescore/football/player/46733/raillo
player,Bundesliga,612,592,"N. Ngoumou",https://4590football.com/livescore/football/player/22148/n-ngoumou
player,Serie A,612,589,"S. Kolašinac",https://4590football.com/livescore/football/player/1442/s-kolainac
player,Ligue 1,612,589,"E. Molébé",https://4590football.com/livescore/football/player/471106/e-molebe
player,Premier League,613,593,"W. Benítez",https://4590football.com/livescore/football/player/22157/w-benitez
player,La Liga,613,590,"Ramón Terrats",https://4590football.com/livescore/football/player/187987/ramon-terrats
player,Bundesliga,613,593,"Charles Herrmann",https://4590football.com/livescore/football/player/412705/charles-herrmann
player,Serie A,613,590,"S. Kulenović",https://4590football.com/livescore/football/player/40405/s-kulenovi
player,Ligue 1,613,590,"J. Mangondo",https://4590football.com/livescore/football/player/405072/j-mangondo
player,Premier League,614,594,"W. Boly",https://4590football.com/livescore/football/player/18739/w-boly
player,La Liga,614,591,"Raphinha",https://4590football.com/livescore/football/player/1496/raphinha
player,Bundesliga,614,594,"Luka Janes",https://4590football.com/livescore/football/player/327887/luka-janes
player,Serie A,614,591,"S. Levak",https://4590football.com/livescore/football/player/412893/s-levak
player,Ligue 1,614,591,"M. Bokele Mputu",https://4590football.com/livescore/football/player/336180/m-bokele-mputu
player,Premier League,615,595,"W. Endo",https://4590football.com/livescore/football/player/8500/w-endo
player,La Liga,615,592,"Rareș Vlad",https://4590football.com/livescore/football/player/648740/rare-vlad
player,Bundesliga,615,595,"M. Kücüksahin",https://4590football.com/livescore/football/player/328019/m-kucuksahin
player,Serie A,615,592,"S. Lobotka",https://4590football.com/livescore/football/player/47439/s-lobotka
player,Ligue 1,615,592,"S. Cherif",https://4590football.com/livescore/football/player/421875/s-cherif
player,Premier League,616,596,"W. Fofana",https://4590football.com/livescore/football/player/22094/w-fofana
player,La Liga,616,593,"Raúl Asencio",https://4590football.com/livescore/football/player/341640/raul-asencio
player,Bundesliga,616,596,"Marwin Reiner Ian Schmitz",https://4590football.com/livescore/football/player/449985/marwin-reiner-ian-schmitz
player,Serie A,616,593,"S. Lovrić",https://4590football.com/livescore/football/player/7591/s-lovri
player,Ligue 1,616,593,"Malamine Efekele",https://4590football.com/livescore/football/player/374499/malamine-efekele
player,Premier League,617,597,"W. Gnonto",https://4590football.com/livescore/football/player/162128/w-gnonto
player,La Liga,617,594,"Raúl Chasco",https://4590football.com/livescore/football/player/332304/raul-chasco
player,Bundesliga,617,597,"K. Kampl",https://4590football.com/livescore/football/player/1155/k-kampl
player,Serie A,617,594,"S. Luperto",https://4590football.com/livescore/football/player/319/s-luperto
player,Ligue 1,617,594,"R. Mandengue",https://4590football.com/livescore/football/player/435514/r-mandengue
player,Premier League,618,598,"W. Hughes",https://4590football.com/livescore/football/player/18806/w-hughes
player,La Liga,618,595,"Raúl Fernández",https://4590football.com/livescore/football/player/46987/raul-fernandez
player,Bundesliga,618,598,"Noah Dávid Gabriel Fenyö",https://4590football.com/livescore/football/player/387534/noah-david-gabriel-fenyo
player,Serie A,618,595,"S. Mangiapoco",https://4590football.com/livescore/football/player/476231/s-mangiapoco
player,Ligue 1,618,595,"Ogbonna Chizurum",https://4590football.com/livescore/football/player/529246/ogbonna-chizurum
player,Premier League,619,599,"W. Isidor",https://4590football.com/livescore/football/player/84087/w-isidor
player,La Liga,619,596,"Raúl García",https://4590football.com/livescore/football/player/146751/raul-garcia
player,Bundesliga,619,599,"N. Schmidt",https://4590football.com/livescore/football/player/469579/n-schmidt
player,Serie A,619,596,"S. McTominay",https://4590football.com/livescore/football/player/903/s-mctominay
player,Ligue 1,619,596,"K. Abdallah",https://4590football.com/livescore/football/player/449158/k-abdallah
player,Premier League,620,600,"W. Odobert",https://4590football.com/livescore/football/player/336564/w-odobert
player,La Liga,620,597,"Raul Moro",https://4590football.com/livescore/football/player/264470/raul-moro
player,Bundesliga,620,600,"N. Weißhaupt",https://4590football.com/livescore/football/player/202844/n-weihaupt
player,Serie A,620,597,"S. Moreo",https://4590football.com/livescore/football/player/31560/s-moreo
player,Ligue 1,620,597,"Bernard Nguene",https://4590football.com/livescore/football/player/503702/bernard-nguene
player,Premier League,621,601,"W. Omoruyi",https://4590football.com/livescore/football/player/328081/w-omoruyi
player,La Liga,621,598,"Rayane Belid",https://4590football.com/livescore/football/player/443668/rayane-belid
player,Bundesliga,621,601,"D. Geiger",https://4590football.com/livescore/football/player/718/d-geiger
player,Serie A,621,598,"S. Otoa",https://4590football.com/livescore/football/player/387128/s-otoa
player,Ligue 1,621,598,"A. Mahamoud",https://4590football.com/livescore/football/player/349636/a-mahamoud
player,Premier League,622,602,"W. Osula",https://4590football.com/livescore/football/player/315237/w-osula
player,La Liga,622,599,"Renato Veiga",https://4590football.com/livescore/football/player/336671/renato-veiga
player,Bundesliga,622,602,"D. Kyereh",https://4590football.com/livescore/football/player/25530/d-kyereh
player,Serie A,622,599,"S. Panada",https://4590football.com/livescore/football/player/162010/s-panada
player,Ligue 1,622,599,"F. Lemaréchal",https://4590football.com/livescore/football/player/325594/f-lemarechal
player,Premier League,623,603,"W. Saliba",https://4590football.com/livescore/football/player/22090/w-saliba
player,La Liga,623,600,"Robert Navarro",https://4590football.com/livescore/football/player/84086/robert-navarro
player,Bundesliga,623,603,"E. Kujović",https://4590football.com/livescore/football/player/356491/e-kujovic
player,Serie A,623,600,"S. Pavlović",https://4590football.com/livescore/football/player/45826/s-pavlovi
player,Ligue 1,623,600,"A. Logbo",https://4590football.com/livescore/football/player/339633/a-logbo
player,Premier League,624,604,"X. Simons",https://4590football.com/livescore/football/player/162016/x-simons
player,La Liga,624,601,"Roberto Arroyo",https://4590football.com/livescore/football/player/331003/roberto-arroyo
player,Bundesliga,624,604,"Fayssal Harchaoui",https://4590football.com/livescore/football/player/394733/fayssal-harchaoui
player,Serie A,624,601,"S. Perciun",https://4590football.com/livescore/football/player/452430/s-perciun
player,Ligue 1,624,601,"Alejandro Gomes Rodriguez",https://4590football.com/livescore/football/player/409794/alejandro-gomes-rodriguez
player,Premier League,625,605,"Y. Ayari",https://4590football.com/livescore/football/player/265820/y-ayari
player,La Liga,625,602,"Roberto Fernández",https://4590football.com/livescore/football/player/312990/roberto-fernandez
player,Bundesliga,625,605,"M. Reimers",https://4590football.com/livescore/football/player/480437/m-reimers
player,Serie A,625,602,"S. Perilli",https://4590football.com/livescore/football/player/31383/s-perilli
player,Ligue 1,625,602,"K. Diliwidi",https://4590football.com/livescore/football/player/439815/k-diliwidi
player,Premier League,626,606,"Y. Bissouma",https://4590football.com/livescore/football/player/18968/y-bissouma
player,La Liga,626,603,"Robin Le Normand",https://4590football.com/livescore/football/player/47301/robin-le-normand
player,Bundesliga,626,606,"H. Smolčić",https://4590football.com/livescore/football/player/14276/h-smoli
player,Serie A,626,603,"S. Pierotti",https://4590football.com/livescore/football/player/6662/s-pierotti
player,Ligue 1,626,603,"M. Luković",https://4590football.com/livescore/football/player/346700/m-lukovi
player,Premier League,627,607,"Y. Minteh",https://4590football.com/livescore/football/player/383685/y-minteh
player,La Liga,627,604,"Rodrigo Mendoza",https://4590football.com/livescore/football/player/341371/rodrigo-mendoza
player,Bundesliga,627,607,"M. Weiser",https://4590football.com/livescore/football/player/973/m-weiser
player,Serie A,627,604,"S. Pisati",https://4590football.com/livescore/football/player/567667/s-pisati
player,Ligue 1,627,604,"O. Sissoko",https://4590football.com/livescore/football/player/417550/o-sissoko
player,Premier League,628,608,"Y. Mosquera",https://4590football.com/livescore/football/player/195717/y-mosquera
player,La Liga,628,605,"Rodrigo Riquelme",https://4590football.com/livescore/football/player/136117/rodrigo-riquelme
player,Bundesliga,628,608,"Guilherme Ramos",https://4590football.com/livescore/football/player/41799/guilherme-ramos
player,Serie A,628,605,"S. Ricci",https://4590football.com/livescore/football/player/31056/s-ricci
player,Ligue 1,628,605,"B. Pierret",https://4590football.com/livescore/football/player/190958/b-pierret
player,Premier League,629,609,"Y. Mosquera",https://4590football.com/livescore/football/player/415107/y-mosquera
player,La Liga,629,606,"Rodrygo",https://4590football.com/livescore/football/player/10009/rodrygo
player,Bundesliga,629,609,"L. Kilian",https://4590football.com/livescore/football/player/108474/l-kilian
player,Serie A,629,606,"S. Sabelli",https://4590football.com/livescore/football/player/31137/s-sabelli
player,Ligue 1,629,606,"Kwon Hyeok-Kyu",https://4590football.com/livescore/football/player/137296/kwon-hyeok-kyu
player,Premier League,630,610,"Y. Tielemans",https://4590football.com/livescore/football/player/2926/y-tielemans
player,La Liga,630,607,"Rubén Blanco",https://4590football.com/livescore/football/player/47426/ruben-blanco
player,Bundesliga,630,610,"T. Drexler",https://4590football.com/livescore/football/player/327861/t-drexler
